1.000000000000000000e+00,6.111111044883728027e-01,4.444444477558135986e-01,9.985250830650329590e-01
2.000000000000000000e+00,4.782608747482299805e-01,6.521739363670349121e-01,9.985250830650329590e-01
3.000000000000000000e+00,3.913043439388275146e-01,8.260869383811950684e-01,9.985250830650329590e-01
4.000000000000000000e+00,5.000000000000000000e-01,6.111111044883728027e-01,9.985250830650329590e-01
5.000000000000000000e+00,7.222222089767456055e-01,7.222222089767456055e-01,9.985250830650329590e-01
6.000000000000000000e+00,5.555555820465087891e-01,6.111111044883728027e-01,9.985250830650329590e-01
7.000000000000000000e+00,8.888888955116271973e-01,5.000000000000000000e-01,9.985250830650329590e-01
8.000000000000000000e+00,6.315789222717285156e-01,6.315789222717285156e-01,9.985250830650329590e-01
9.000000000000000000e+00,7.777777910232543945e-01,7.222222089767456055e-01,9.985250830650329590e-01
1.000000000000000000e+01,7.777777910232543945e-01,6.666666865348815918e-01,9.985250830650329590e-01
1.100000000000000000e+01,7.777777910232543945e-01,6.666666865348815918e-01,9.985250830650329590e-01
1.200000000000000000e+01,6.666666865348815918e-01,6.666666865348815918e-01,9.985250830650329590e-01
1.300000000000000000e+01,6.111111044883728027e-01,6.111111044883728027e-01,9.985250830650329590e-01
1.400000000000000000e+01,7.222222089767456055e-01,7.777777910232543945e-01,9.985250830650329590e-01
1.500000000000000000e+01,3.888888955116271973e-01,7.777777910232543945e-01,9.985250830650329590e-01
1.600000000000000000e+01,8.333333134651184082e-01,5.555555820465087891e-01,9.985250830650329590e-01
1.700000000000000000e+01,6.111111044883728027e-01,7.777777910232543945e-01,9.985250830650329590e-01
1.800000000000000000e+01,6.111111044883728027e-01,5.555555820465087891e-01,9.985250830650329590e-01
1.900000000000000000e+01,6.111111044883728027e-01,8.333333134651184082e-01,9.985250830650329590e-01
2.000000000000000000e+01,6.666666865348815918e-01,7.222222089767456055e-01,9.985250830650329590e-01
2.100000000000000000e+01,7.777777910232543945e-01,5.555555820465087891e-01,9.985250830650329590e-01
2.200000000000000000e+01,6.111111044883728027e-01,8.333333134651184082e-01,9.985250830650329590e-01
2.300000000000000000e+01,6.111111044883728027e-01,5.555555820465087891e-01,9.985250830650329590e-01
2.400000000000000000e+01,6.666666865348815918e-01,6.666666865348815918e-01,9.985250830650329590e-01
2.500000000000000000e+01,6.111111044883728027e-01,8.333333134651184082e-01,9.985250830650329590e-01
2.600000000000000000e+01,6.111111044883728027e-01,7.777777910232543945e-01,9.985250830650329590e-01
2.700000000000000000e+01,7.777777910232543945e-01,7.777777910232543945e-01,9.985250830650329590e-01
2.800000000000000000e+01,7.222222089767456055e-01,5.555555820465087891e-01,9.985250830650329590e-01
2.900000000000000000e+01,7.222222089767456055e-01,8.333333134651184082e-01,9.985250830650329590e-01
3.000000000000000000e+01,7.222222089767456055e-01,7.222222089767456055e-01,9.985250830650329590e-01
3.100000000000000000e+01,6.666666865348815918e-01,6.666666865348815918e-01,9.985250830650329590e-01
3.200000000000000000e+01,6.315789222717285156e-01,6.842105388641357422e-01,9.985250830650329590e-01
3.300000000000000000e+01,5.555555820465087891e-01,5.555555820465087891e-01,9.985250830650329590e-01
3.400000000000000000e+01,8.333333134651184082e-01,3.888888955116271973e-01,9.985250830650329590e-01
3.500000000000000000e+01,8.888888955116271973e-01,3.888888955116271973e-01,9.985250830650329590e-01
3.600000000000000000e+01,8.333333134651184082e-01,6.666666865348815918e-01,9.985250830650329590e-01
3.700000000000000000e+01,7.777777910232543945e-01,5.555555820465087891e-01,9.985250830650329590e-01
3.800000000000000000e+01,6.666666865348815918e-01,6.111111044883728027e-01,9.985250830650329590e-01
3.900000000000000000e+01,5.555555820465087891e-01,6.666666865348815918e-01,9.985250830650329590e-01
4.000000000000000000e+01,6.111111044883728027e-01,6.666666865348815918e-01,9.985250830650329590e-01
4.100000000000000000e+01,6.111111044883728027e-01,7.222222089767456055e-01,9.985250830650329590e-01
4.200000000000000000e+01,7.777777910232543945e-01,7.222222089767456055e-01,9.985250830650329590e-01
4.300000000000000000e+01,6.666666865348815918e-01,5.555555820465087891e-01,9.985250830650329590e-01
4.400000000000000000e+01,7.777777910232543945e-01,7.222222089767456055e-01,9.985250830650329590e-01
4.500000000000000000e+01,6.111111044883728027e-01,4.444444477558135986e-01,9.985250830650329590e-01
4.600000000000000000e+01,7.222222089767456055e-01,4.444444477558135986e-01,9.985250830650329590e-01
4.700000000000000000e+01,8.333333134651184082e-01,6.666666865348815918e-01,9.985250830650329590e-01
4.800000000000000000e+01,7.222222089767456055e-01,7.222222089767456055e-01,9.985250830650329590e-01
4.900000000000000000e+01,6.111111044883728027e-01,5.555555820465087891e-01,9.985250830650329590e-01
